contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
les petons	1	1	0	v
couleur rose	1	0	0	quelle
images }	1	0	0	les
ne s'	1	1	0	puis
grand+parents }	1	0	0	des
trop aller	1	0	1	pas
front non	1	0	0	mon
qu'est+ce+que je	1	0	0	et
quand elle	2	1	1	v
éléphants six	1	0	0	les
sur la	28	17	11	v
chaussettes là	1	0	0	des
de cochon	1	1	0	n
et Queue	1	0	0	Trotsaut
je te	1	0	0	que
la cassette	1	0	1	v
si vite	1	0	1	v
le toit	3	0	1	est
ta cracotte	1	0	1	dans
au fait	1	1	0	quoi
en+même+temps }	2	2	0	n
jacques dormez	1	1	0	
qui bouge	2	2	0	n
où je	2	2	0	plus
et Mae	1	0	0	n
est le	1	0	0	c'
et attention	1	0	1	n
plutôt }	7	6	1	v
les flammes	2	0	2	v
de chez	3	3	0	n
elle n'	1	1	0	mais
chercher }	1	0	0	v
hein une	1	0	0	n
neuf singes	1	0	0	v
toi pour	2	1	1	v
sous }	1	0	1	mis
au restaurant	1	0	1	v
comme autre	1	0	1	v
collent les	1	1	0	se
bien connaître	1	0	1	v
toi encore	1	0	0	est
plutôt des	1	1	0	v
vieux }	1	0	1	le
assis sur	2	0	2	est
le comme	1	0	1	n
truc ça	1	0	0	un
nous et	1	0	0	tu
être coller	1	0	0	v
des tasses	1	0	1	as
chez Bou	1	0	1	v
deux mots	1	0	1	les
son bain	1	0	1	v
tout mouillés	1	1	0	v
gratter des	1	1	0	le
euh ton	1	0	1	v
parler et	1	1	0	v
les verts	1	0	1	v
par+ci y	1	1	0	bêê
après si	1	0	1	Amé
elle mange	1	0	0	qu'est+ce+qu'
les barrières	2	0	1	v
toi }	38	20	15	v
heuh }	3	0	1	v
du rouge+gorge	1	1	0	v
peut+être parce+que	1	0	1	est
couleur te	1	0	0	quelle
encore un	4	0	4	v
les abeilles	1	0	1	v
Hector }	1	1	0	n
à venir	1	0	1	v
là sur	2	2	0	v
les gens	1	0	1	pour
singes dix	1	0	0	
tout hein	2	0	2	v
les pneus	2	0	2	v
tous ronds	1	1	0	v
de régurgiter	1	0	1	n
deux oreilles	1	1	0	a
de tigres	1	0	1	v
de bruit	3	1	0	beaucoup
lapin }	1	0	0	de
parmi c'	1	0	1	encore
du garage	1	1	0	v
heuh oui	1	1	0	v
la sieste	1	0	0	pendant
quelque+chose alors	1	0	1	v
Mamie oui	1	0	0	et
moi ce	1	0	1	papa
puis ça	1	1	0	et
vous moucher	1	0	0	v
toi depuis	1	0	1	est
une forme	1	0	0	d'
à côté	9	3	5	v
le loto	2	0	1	v
de margot	1	1	0	n
ta pelle	2	1	1	sale
au téléphone	2	0	2	n
parce+que sinon	3	3	0	n
boit du	1	1	0	qui
ça non	2	1	1	pas
en vélo	1	0	1	fatigué
devenir papa	1	0	0	pour
cet appareil	1	0	1	v
pièce }	2	0	0	quelle
tout colorier	1	0	1	v
langue }	1	0	0	la
le bras	1	0	0	v
la salle+de+bain	1	0	1	dans
cette année	1	0	1	v
de+mieux+en+mieux }	1	0	1	est
je t'	3	2	0	que
est si	1	0	0	n
la même	3	1	1	est
là le	3	1	1	est
euh@fp }	1	1	0	là
mais pas	4	1	0	n
coin coin	8	8	0	un
rien de	1	0	1	à
Mireille elle	1	1	0	
cette fois	2	1	0	bon
d'ailleurs }	2	2	0	n
deux pages	1	0	1	les
là de	2	0	0	hein
de poules	1	1	0	n
il part	1	0	0	qu'est+ce+qu'
bêtises }	1	0	0	tes
on n'	1	0	0	qu'
le l'	1	0	0	v
là en	4	2	2	n
de en	1	1	0	n
aussi peut+être	2	1	1	v
mécanique qui	1	1	0	n
du père	1	1	0	v
après les	2	0	2	hein
rusé }	1	1	0	le
de te	7	2	5	n
ce n'	1	0	0	non
d' intérieur	1	1	0	n
Babar }	1	0	0	pas
hein celle+ci	1	0	0	n
le dessin	1	0	1	v
tous faire	1	0	1	v
le plus	2	2	0	v
ça dans	2	0	2	comme
de je	1	1	0	n
du papillon	2	2	0	v
les affaires	2	0	1	est
les ailes	1	0	0	v
oui vider	1	0	1	ah
de houx	1	1	0	n
sur Mickey	1	1	0	v
tu choisis	1	1	0	alors
rousse }	1	1	0	
hein qui	2	1	0	n
l' enlever	1	0	0	v
il ne	4	2	1	qu'
des photos	1	0	1	v
à mimi	1	1	0	v
mais t'	1	1	0	non
on fait	2	0	1	qu'est+ce+qu'
pas celui+là	2	0	2	v
mandarine }	1	0	0	une
on les	2	1	1	mais
bracelet }	1	0	0	un
dormira }	1	1	0	
compte ses	1	1	0	n
humeur mon	1	0	0	n
les voisins	1	1	0	v
plus simple	2	0	0	serait
ses poussins	1	1	0	n
boutons }	1	1	0	les
ou une	1	1	0	n
qui font	1	0	0	n
en colère	1	1	0	n
la suite	1	0	1	v
fort }	3	0	1	si
la ballade	1	0	1	v
côté }	1	0	0	à
vérifier si	1	0	0	
là+bas maintenant	1	0	0	n
aussi oui	5	3	1	là
prend autre	1	0	0	on
yeux il	1	0	0	les
de lever	1	1	0	n
ça mh	1	0	1	comme
maintenant }	23	12	9	v
peur qu'	2	0	0	pas
garçon }	1	0	0	le
que sinon	1	0	0	parce
pas quand	7	1	6	v
de bébé	5	5	0	n
la compote	1	0	1	de
ben on	1	0	1	ah
maman canne	1	0	0	v
rien+du+tout la	1	0	1	
mettre les	1	0	0	v
ils seront	1	1	0	n
bleu s'il+vous+plaît	1	1	0	le
ces rhumes	1	0	0	tous
enfant }	1	0	0	pour
perroquet }	1	0	0	le
nuit }	1	0	0	la
oui il	1	0	0	ah
bien te	1	0	1	v
à Magali	1	0	1	v
des gentils	1	0	1	v
les défaire	1	0	0	v
viens }	1	0	1	tu
gâteaux là	1	0	0	des
au micro	2	1	1	attention
un parapluie	1	1	0	v
ma tête	1	0	0	sur
pour cinq	1	1	0	est
le médicament	1	0	1	n
appareil que	1	0	0	ton
qui viennent	2	2	0	n
quelques années	1	0	1	v
les clowns	1	0	0	v
l' empêchera	1	1	0	v
puis après	1	1	0	et
toujours très	1	0	1	v
de balle	2	0	1	n
la nettoyer	1	0	0	v
Kirikou }	1	0	1	que
en l'	2	1	1	n
ce temps	1	0	0	pendant
bouchées }	1	1	0	
encore le	1	0	1	pas
consciencieusement }	1	0	1	
question là	1	0	0	pas
graines }	1	0	0	des
Tim là	1	0	1	v
hérisson elle	1	1	0	un
Mar hein	1	1	0	v
le pied	2	0	2	avec
le théâtre	1	0	1	v
là əs	1	1	0	n
pas dansé	1	0	0	v
en panne	1	0	1	v
jour depuis	1	0	0	chaque
photo il	1	1	0	la
d' api	1	1	0	n
autour du	1	0	1	n
il prend	1	0	1	oui
sage hein	1	1	0	pas
une trompe	1	1	0	v
un chien	1	0	1	est
les choux	3	0	3	v
feuilles }	1	0	0	les
trop de	4	1	1	v
hein celui+là	1	1	0	n
le mouchoir	1	0	1	est
avec l'	4	2	2	v
d' eau	3	3	0	n
le trait	1	0	1	d'abord
se déroule	1	1	0	ça
caprice }	1	0	0	quel
elles sont	4	3	0	n
son pantalon	2	0	2	v
donc on	1	0	1	n
pour te	1	0	1	n
chaussure ça	1	0	0	les
huit neuf	1	0	0	sept
des poissons	1	1	0	y+a
comme ce	1	1	0	est
la monnaie	1	0	1	v
bien celle+là	1	0	1	v
mais dis+donc	1	1	0	oh
sept ours	1	0	0	six
pour colorier	1	1	0	jaune
egɛt c'	1	1	0	
de ce	2	1	1	n
bien ça	3	0	2	est
livres tout	1	0	0	les
que d'	2	2	0	plutôt
pas souvent	1	0	1	v
aussi à	1	1	0	v
avec son	3	2	1	v
de farine	1	1	0	v
rouge avec	1	1	0	n
pour que	6	6	0	v
paquets }	2	0	0	les
Mol et	1	0	0	
loto }	1	0	0	au
je trouve	1	0	0	moi
la boule	1	1	0	v
rien que	1	1	0	déjà
euh la	1	1	0	v
qui était	2	2	0	mien
lapin habite	1	0	0	le
cette miette	1	0	0	v
les quatres	1	1	0	avec
Mimi }	2	1	1	n
trois pinceaux	1	0	0	deux
plus moi	2	0	2	v
de marcher	2	1	0	v
brillot }	1	1	0	
un affreux	1	0	1	v
le Thé	1	0	1	v
de sommeil	1	1	0	v
en tas	1	1	0	y
et quatre	1	0	0	n
fait un	2	0	0	ça
entre deux	1	0	0	v
là+bas direct	1	0	1	n
maison }	3	0	0	la
fruitiers }	1	1	0	
quel moment	1	0	1	v
Choupignon }	1	1	0	n
chante }	1	1	0	on
puisqu' elle	1	1	0	non
a plusieurs	1	1	0	en
ensuite }	1	1	0	et
entrebailler la	1	0	0	
sauter à	1	0	0	v
mais avec	1	1	0	beau
de petites	1	0	1	n
la chaîne	1	0	1	v
il revient	1	0	0	qu'est+ce+qu'
de chanson	1	1	0	n
de sucre	1	1	0	n
rouges comme	1	1	0	n
beaucoup }	2	0	2	v
la main	2	0	1	de
aimer ça	1	0	0	v
elle te	1	0	0	qu'
blanches }	1	0	0	n
il les	2	0	0	où
te reposer	1	1	0	tu
une bonne	1	0	0	est
tu marches	1	1	0	si
tu sais	6	3	0	n
de changer	1	0	1	n
puis on	6	5	1	et
à aller	1	0	1	qu'
puis une	1	1	0	et
seul ça	1	0	0	tout
picou et	1	0	0	n
éléphants }	2	1	0	les
mangé je	1	0	0	as
Noël }	2	2	0	Père
wouh la	1	0	1	v
rester chez	1	0	0	v
mettait sur	1	1	0	on
moi comment	2	0	2	v
là je	4	3	1	et
et ce	2	1	1	n
déjà au	1	1	0	as
encore quand+même	1	0	0	v
ils avaient	1	1	0	n
guili guili	3	3	0	n
est épais	1	1	0	c'
là ça	6	2	1	et
dans monter	1	0	1	v
de beurre	1	1	0	v
pas d'	2	0	2	a
un jour	4	0	1	alors
faim que	1	0	0	a
une mosaïque	1	0	1	v
minette c'	1	0	0	
cette voiture	1	0	1	où
écorces là	1	0	0	
ton pied	3	0	3	pas
le coq	2	1	1	rigolo
là comme	9	5	1	n
qu' est+ce+que	1	1	0	alors
de noël	2	2	0	n
regarde en	1	1	0	parce+que
ça là	2	0	2	v
des tours	1	0	0	v
tombent c'	1	1	0	n
se lève	1	1	0	ça
une fois	3	0	2	v
petit ours	1	0	0	v
d'en goûter	1	0	0	v
soient allumées	1	1	0	maman
pas tu	3	1	2	v
fais voir	1	1	0	v
des éléphants	1	0	0	est
ça en	1	0	1	comme
pomme hein	1	0	0	une
plus ou	1	0	0	v
ah bon	2	0	2	ah
son petit	2	0	2	sous
des chaussures	3	2	1	avec
son hochet	1	0	1	v
toi des	1	0	1	n
bien ou	1	0	1	est
y+a qui	1	1	0	il
de radis	1	1	0	n
toi aussi	2	1	1	parce+que
micro onde	1	1	0	le
faire quelque+chose	1	0	0	v
vas+y comme	1	0	1	v
qui traînent	1	1	0	n
encore comme	1	0	1	v
d' amour	2	2	0	n
sortir comme	1	0	1	v
lapin d'ailleurs	1	1	0	le
mangé encore	1	0	0	as
mieux une	1	0	1	v
le matin	3	2	0	n
ah ah	2	1	1	ah
à grand+chose	1	0	1	pas
de vent	2	1	0	beaucoup
sur celui+là	1	0	1	v
avec quoi	3	1	2	n
celle+là hein	1	0	0	trop
là qui	4	3	0	n
ils tiennent	1	0	0	n
par+terre parce+que	1	0	0	pas
enlever autre	1	0	0	v
peut+être le	1	0	0	v
du langage	1	1	0	v
hein pas	1	1	0	n
un bon	2	0	1	v
tes cheveux	1	0	0	v
vous }	1	0	1	v
redonner l'	1	0	0	
jouer avec	2	0	0	v
passer sur	1	0	0	v
se rendort	1	1	0	ça
assiette ça	1	0	0	l'
en fait	15	9	5	on
gazon }	1	0	0	à
le prix	1	0	1	v
une histoire	2	0	1	v
clés tout+à+l'heure	1	0	0	ses
plus peut+être	1	0	1	v
du nez	1	1	0	pas
plus beaucoup	1	1	0	a
Babar non	1	0	1	dit
eu plus	1	0	0	a
faire le	2	0	1	v
pas gentils	1	0	1	v
d' acheter	1	0	1	n
mieux le	1	0	0	v
on quand	1	0	1	qu'
très fort	3	0	1	v
encore mon	1	0	0	v
là partout	1	1	0	n
couleur les	1	0	0	quelle
de là+dessous	1	0	1	n
non le	1	1	0	ah
je le	1	0	1	que
de pharmacie	1	1	0	n
si fort	1	0	1	pas
de cinq	1	1	0	n
des choses	6	1	5	v
de réparer	1	0	1	n
beaucoup c'	1	0	1	v
et la	1	1	0	n
trois girafes	1	1	0	deux
si t'	1	0	1	ben
joyeux anniversaire	2	0	2	v
il }	1	1	0	qu'est+ce+qu'
Tim faut	1	0	1	v
allongé sur	1	1	0	v
y donnent	1	1	0	il
la vie	1	0	1	toute
pas mal	3	0	1	est
les vertes	1	0	0	v
filles }	2	0	0	grandes
mangé hein	1	1	0	as
le linge	1	0	1	v
regarde ça	1	0	1	parce+que
toi un	2	1	1	v
lui a	1	1	0	il
avancer maintenant	1	0	0	v
Maya }	1	1	0	Oscar
pour grossir	1	1	0	est
hein s'il+te+plaît	1	1	0	n
affaires }	1	0	0	les
en mandarine	1	0	1	y
contre la	1	0	1	v
crottes très	1	0	0	petites
plus rien	6	0	6	y+a
tu l'	2	2	0	que
jeu }	1	0	0	le
par ça	1	0	1	v
le deuxième	1	0	1	v
dit le	3	1	2	n
les yeux	1	0	1	v
de couleur	2	1	1	n
combien c'	1	0	1	v
à+côté et	1	1	0	v
oui on	1	1	0	ah
sapin de	1	0	0	un
mon nez	1	0	0	sur
maman@q }	1	0	1	
une jolie	1	0	1	d'
je voudrais	2	2	0	que
bottes tu	1	0	0	des
te font	1	1	0	ils
ça devait	1	0	0	là
bouche d'	1	1	0	alors
l' éléphant	2	0	1	est
d' hiver	1	1	0	n
elle ira	1	0	0	qu'
bien le	6	0	6	v
debout }	5	1	3	v
de cassés	1	1	0	n
habite avec	1	1	0	elle
chène }	1	0	0	
mieux }	3	0	2	v
ton turbulette	1	0	1	v
pas la	8	1	6	est
le faire	3	1	1	v
pour attraper	2	1	1	n
un cadre	1	0	0	v
plutôt que	1	0	1	toi
au théâtre	1	0	0	v
assise et	1	0	1	n
prendre par	1	0	0	le
le temps	6	0	1	tout
se croiser	1	0	0	ça
s' éloigne	1	1	0	ça
ça et	1	0	1	comme
les grenouilles	1	0	0	v
et puis	21	11	6	n
du buffle	1	1	0	v
de bras	1	1	0	n
une photo	1	0	1	v
hein non	1	0	0	grande
le clown	1	1	0	v
avec lui	1	0	0	et
bon }	13	2	7	est
déjà ça	1	0	1	v
lui répond	1	0	0	tu
vous planter	2	0	0	v
tu commences	1	0	0	bon
des oreilles	1	1	0	y+ait
à construire	1	0	1	v
qui peut	1	0	0	n
chez mamy	1	0	1	v
tu m'	1	0	1	que
après dans	1	0	1	v
des piles	1	0	1	v
et elles	2	0	2	n
du coup	2	0	1	bah
la pizza	1	0	1	v
Mar c'	1	0	1	non
hein de	1	0	0	n
pour Mar	1	0	0	un
qui donne	1	1	0	moi
sur le	38	13	23	v
là et	5	2	3	v
violet et	1	0	0	bleu
de drap	1	0	1	n
dans cette	2	0	2	n
oui mais	4	2	2	ah
toi Mar	3	1	2	est
à lyon	1	0	1	v
anniversaire t'	1	1	0	ton
aux mains	1	1	0	n
ça quand	1	0	0	comme
ton maquillage	1	0	1	v
pouvoir s'	1	0	0	v
désobéissants }	1	1	0	
Trotso et	1	0	0	Flopso
spécial }	1	1	0	
ces trois	1	0	1	tous
réclame des	1	1	0	Hippolyte
parce+que j'	1	0	1	une
la mouche	1	1	0	elle
langue elle	1	0	0	la
des bananes	2	1	1	v
sont endormis	1	1	0	ils
encore plus	2	0	1	est
derrière the	1	0	1	v
et découvre	1	0	1	n
faut savoir	1	1	0	il
la table	2	1	0	sur
qu' y	2	1	1	v
à marcher	2	0	2	v
voilà pour	1	1	0	ben
eues }	1	0	0	
au flanc	1	0	1	v
âne }	1	1	0	petit
jusqu' au	1	0	1	pas
bien décoré	1	0	0	as
donc je	2	1	1	hein
mamie Mic	1	0	0	chez
maintenant quand	1	0	0	alors
du palmier	1	1	0	v
plein de	2	0	1	y+a
taper dans	1	0	0	v
on dirait	1	1	0	n
dessus pour	2	0	2	v
appuyer dessus	1	0	0	v
griffes dit	3	0	0	des
nettoyé le	1	0	0	as
d' abîmer	1	0	1	v
de pas	2	1	1	v
il dit	1	0	0	qu'est+ce+qu'
il réveille	1	1	0	qu'
t' entendre	1	0	0	de
tes grosses	1	0	0	toutes
après dessus	1	0	1	puis
surtout }	1	1	0	non
fois que	4	0	0	première
ailes }	2	0	0	petites
et longe	1	0	0	n
par là	8	0	8	v
tu as	14	11	0	que
par un	2	1	1	v
chanson }	2	0	0	cette
comme maman	1	0	0	v
toi que	1	1	0	est
et allumer	1	0	0	n
est là	1	1	0	c'
oui }	72	47	13	ah
trotte+saut et	1	0	0	
près de	4	0	2	v
compte }	1	0	1	elle
du du	2	2	0	v
en boule	1	0	1	y
mettre deux+cents+cinquante	1	0	0	le
pour aller	11	5	2	v
ton livre	1	0	1	de
ça la	1	0	0	comme
à roulettes	1	1	0	v
les dents	2	0	1	n
gling }	1	0	0	gling
beaucoup des	1	0	0	pas
celui+ci }	8	1	6	bien
sur les	20	7	9	v
dit Philippon	1	1	0	on
des livres	1	0	0	y+a
vite alors	1	0	1	v
a mis	1	1	0	il
qui tombent	2	2	0	n
donc }	1	0	1	v
le gris	1	0	0	v
de Bachiavelle	1	1	0	n
les }	7	0	6	v
toi c'	4	0	3	as
mhm }	2	2	0	mhm
là un	2	0	2	v
au moins	1	0	1	v
les girafes	1	0	1	v
méchante avec	1	1	0	n
tout vu	1	1	0	pas
les vêtements	2	0	2	v
après pour	1	0	1	n
butiner une	1	0	0	
où on	2	2	0	n
d' enregistrer	1	0	1	n
long hein	1	0	0	le
pis }	1	0	0	et
un rossignol	1	1	0	v
qui revenait	1	1	0	n
économique ça	1	0	0	
elle klaxonne	1	1	0	qu'
cet été	1	0	0	que
alors après	1	0	1	et
une partition	1	0	1	pas
Mic }	1	1	0	
là maintenant	2	1	1	et
être contents	1	0	0	v
a des	1	0	0	il
dans là	1	0	0	v
nez et	1	1	0	le
des gros	1	0	1	as
tais+toi }	1	0	0	
hein si	1	0	0	n
dès le	1	0	1	ça
hector }	3	3	0	alors
la maman	4	1	2	est
l' image	1	0	0	sur
du circuit	1	1	0	v
dans sa	6	3	3	a
les chansons	1	0	0	v
un feuille	1	0	1	v
bien au	2	0	2	est
de son	4	1	1	v
on doit	1	1	0	oui
tampons }	1	0	0	
de passer	1	0	1	n
des fleurs	1	0	1	a
les livres	4	1	3	v
d' artiste	1	1	0	n
l' écureuil	2	1	1	v
tombés }	1	0	1	sont
tu vas	8	5	2	qu'est+ce+que
une valise	1	0	1	v
voitures }	2	1	0	les
qui s'	3	2	0	n
de compter	2	0	2	v
du chien	2	2	0	v
trop courts	1	1	0	pas
bobo }	1	0	0	
brun }	4	4	0	n
rouge qui	1	1	0	n
les orange	1	0	0	v
de main	1	1	0	n
rouge ça	1	1	0	est
là oui	2	2	0	est
par hasard	1	1	0	n
une pièce	1	1	0	dans
les oeufs	2	1	1	là
noire }	3	3	0	n
d' histoires	1	0	0	n
des petits	3	1	2	y+a
le ciel	2	0	1	dans
pas que	4	0	2	v
chaud ni	1	0	0	as
le poussin	1	0	0	Plume
soeur pauline	1	0	0	ta
sur moi	3	1	2	v
tombe j'	1	1	0	elle
ou pour	1	0	1	v
là tout+de+suite	2	1	1	n
ton chausson	2	0	2	de
intʌ }	1	1	0	
ou que	1	0	1	n
cette Barbie	1	0	1	v
la coccinelle	2	1	1	est
l' accent	1	0	0	trop
chaises comme	1	0	0	
mais le	1	1	0	oui
château }	1	0	0	le
de marin	1	1	0	n
ça peut	3	2	1	qu'est+ce+que
ce petit	1	0	1	de
parce+qu' il	3	0	2	est
bon c'	1	0	0	ah
à Mar	6	6	0	n
faire les	1	0	0	v
parce+que c'	1	0	1	ben
du doigt	1	0	1	v
ou donné	1	1	0	n
regarde }	15	7	1	v
par+terre }	5	0	5	pas
elles restent	1	1	0	euh
hein ce	3	1	0	joli
sa canne	1	0	0	n
prochaine pour	1	1	0	une
mon petit	2	1	1	avec
différence alors	1	0	0	la
la musique	1	0	0	de
t' avais	1	1	0	je
ça fait	6	3	1	qu'est+ce+que
un petit	48	2	38	v
du pont+levis	1	1	0	v
l' oreiller	1	0	0	v
en }	4	2	2	v
âge tu	2	0	0	quel
le disque	1	0	1	dans
à découper	1	0	1	v
des animaux	1	0	1	v
se sent	1	0	0	il
à fond	2	1	1	v
casser }	1	0	0	se
patatʁa }	1	0	1	
ça serait	2	2	0	oh
que le	6	4	0	v
une plante	1	0	1	v
maintenant elles	1	0	1	alors
quelle langue	1	0	1	de
les portes	1	1	0	mais
parfait }	1	0	0	est
un bouton	2	0	0	a
foncé ça	1	1	0	n
modèles }	1	0	0	
endroit là	1	0	0	l'
qui dit	2	1	1	maman
pour pain	1	0	0	est
de lui	7	1	4	maintenant
large }	1	0	0	
du loup	4	3	1	v
sonner }	1	0	1	v
il y+a	2	1	0	qu'est+ce+qu'
est ton	1	0	0	c'
sur une	2	0	1	là
du blé	1	1	0	petits
on se	1	1	0	n
déserte }	1	1	0	
le pyjama	1	0	1	comme
tous seuls	2	2	0	v
hop il	1	1	0	hop
des plumes	1	0	1	v
du pansement	1	1	0	v
tout ce	2	0	2	v
prochain }	1	1	0	ton
de marquer	1	0	1	n
crocodiles alors	1	0	0	de
qui n'	1	1	0	n
tout+de+suite comme	1	0	1	v
bien avoir	2	0	2	v
pansements tous	1	0	0	
grandes oreilles	2	0	0	de
le nénuphar	1	1	0	v
de marteau	1	1	0	n
Croco peut	1	1	0	soit
le cheval	4	2	2	et
froid }	2	1	0	v
à tout	1	0	1	v
les volants	1	1	0	v
au square	1	0	0	v
rouges là	1	1	0	n
ta tête	1	0	1	à
jolie ma	1	0	1	une
vide }	1	0	0	se
tout son	1	0	1	v
du caméraman	1	1	0	v
l' hélicoptère	2	0	2	encore
joli le	1	0	1	est
ou de	2	2	0	n
sur ce	2	2	0	v
son poupon	1	0	1	v
petit+déjeuner elle	1	1	0	au
fois tu	2	0	0	une
quelque+chose dans	1	0	1	v
tes dents	1	0	0	v
pas Amé	1	0	1	v
bras }	3	0	0	ses
suivante }	2	2	0	n
à Chalet	1	0	0	v
du yaourt	1	0	1	v
le dromadaire	1	0	1	v
de plus	1	1	0	quelque+chose
est difficile	2	2	0	c'
beaucoup oui	1	0	1	v
t' a	1	0	0	qui
on la	2	0	1	qu'
à gauche	1	1	0	v
sept }	2	0	0	six
son prénom	1	0	1	de
les feutres	1	0	0	v
façon de	1	0	0	toute
qui me	1	0	0	toi
des familles	1	0	0	v
à sept	2	1	0	v
ça ne	1	1	0	mais
on s'	1	1	0	quand
tu y	1	0	0	v
pas tout+à+l'heure	1	0	1	v
les bras	2	0	2	mis
des }	8	5	3	v
elles reviennent	1	0	0	n
des pièces	1	0	1	v
elle lui	1	1	0	qu'est+ce+qu'
d' orange	6	6	0	n
la joue	1	0	1	v
ma lune	1	0	0	v
le nez	4	1	0	est
bien comme	1	0	1	v
racler }	1	0	1	
que deux	1	0	1	plus
Mar elle	1	0	0	est+ce+que
à mamie	1	0	0	n
hector le	1	1	0	n
voir les	1	0	1	v
à tue+tête	1	0	1	v
y+a du	3	1	0	il
profiter du	1	0	0	en
juste d'	1	0	0	v
ronde pour	1	1	0	
chercher la	1	0	0	v
dans la	44	16	26	v
autant }	1	0	1	
les images	1	0	0	v
mes chaussures	1	0	0	sur
est tombée	1	1	0	elle
peut+être par	1	0	0	v
son linge	1	1	0	v
pas Plume	1	0	1	v
vu encore	1	0	0	jamais
faire par	1	0	1	v
euh aujourd'hui	1	0	1	v
âge Mar	1	0	0	quel
regardez }	1	1	0	
elle peut	2	1	0	qu'est+ce+qu'
choses en+même+temps	1	0	0	des
des châteaux	1	0	0	v
les les	1	1	0	v
le soir	1	0	1	et
toi correctement	1	0	1	v
comme le	2	2	0	n
de sa	5	4	0	n
à pas	2	0	2	attention
en+bas là	1	0	0	v
de déménager	1	0	1	n
devant là	1	0	0	v
de de	2	1	1	v
mhm mhm	1	1	0	mhm
la porte	13	3	7	n
à voir	1	0	0	bien
à midi	1	1	0	plus
le r	1	0	1	ensuite
elle se	2	0	0	qu'
des cartes	2	0	2	là
cric cric	2	2	0	v
parce+que après	1	0	1	ça
et des	4	3	0	n
doigts ou	1	0	0	les
voitures de	1	0	0	les
de personne	1	1	0	n
mais ça	4	2	1	non
manies là	1	0	0	
sorciers }	2	2	0	
le bateau	1	0	1	où
pas comme	8	4	2	v
ton garage	1	0	0	v
choisir hein	1	0	0	v
n' iront	1	0	0	tu
et Alyzée	1	0	0	n
de maman	3	2	1	n
peut+être un	1	0	1	est
tranquille }	2	1	1	v
pile de	1	0	0	grosse
tours hein	1	0	0	petits
de fer	1	1	0	n
désolé et	1	0	1	n
plus notre	1	0	1	v
quoi les	1	0	1	est
enfin sur	1	1	0	mais
tombé son	1	0	1	est
et deux	1	1	0	un
là parce+que	1	1	0	n
pour qu'	5	4	0	n
à bécassine	1	0	1	v
cube range	1	0	0	le
sa voiture	1	0	1	dans
les orteils	1	0	1	v
oh oh	1	1	0	oh
sur maman	1	0	1	v
d' aller	8	2	4	n
enfants }	1	0	0	les
bateau sur	1	0	1	n
sur quoi	2	1	1	est
de nous	2	0	0	v
découper la	1	0	0	v
jusqu'ici }	1	0	0	
de ces	1	0	1	pas
sur leurs	1	1	0	n
avec peut+être	1	1	0	v
couleur finalement	1	0	0	quelle
bien pense+t+elle	1	0	1	v
un lac	2	0	2	a
ça aussi	3	1	1	comme
faut pas	1	0	1	il
et c'	4	1	2	n
seule à	1	0	1	toute
du c'	1	1	0	v
ailleurs }	1	0	1	
la recette	1	0	1	dans
marron }	3	2	1	de
de spot	1	1	0	n
tout+à+l'heure hein	2	0	2	v
comment on	3	0	3	v
le chapeau	1	0	1	v
un purée	1	0	1	v
meunier tu	1	0	1	v
roues }	1	0	0	les
de bien	2	1	1	n
du voyage	1	1	0	v
dans votre	2	0	1	pas
que les	3	1	0	v
de Lau	1	1	0	n
là+bas }	13	5	5	n
lui la	1	0	1	tu
ça colle	1	0	1	après
que Laure	1	1	0	v
forme tu	1	0	0	quelle
déjà la	1	0	1	a
à manger	15	2	12	v
pour mettre	2	2	0	n
il était	1	1	0	quand
un corbeau	1	0	1	v
du lapin	1	1	0	v
dans une	3	2	0	n
poire }	2	1	1	une
la nuit	3	0	2	v
vite }	3	0	2	v
celui+ci après	1	0	0	v
monte encore	1	1	0	qui
donna un	1	0	0	
le M	1	0	1	v
Alina elle	1	1	0	et
la baleine	1	0	0	v
par+terre ça	1	0	1	euh
faire Mar	1	0	0	v
on ressort	1	1	0	qu'
l' enregistrement	2	0	2	de
coquette trouve	1	1	0	n
parce+que }	4	3	0	non
Peureux caché	1	0	0	Monsieur
en plus	11	7	4	n
saute encore	1	1	0	il
une journée	1	0	1	v
de le	22	7	14	v
mal }	1	1	0	v
ce camion	1	0	0	v
où les	1	1	0	sont
poubelles }	1	0	0	les
même au	1	1	0	la
cette mandarine	1	0	0	v
fleurs }	3	0	0	des
et maintenant	1	1	0	n
amis }	1	0	0	les
pis alors	2	0	0	tant
hein tu	1	0	0	vite
hibou }	2	2	0	
part }	1	0	0	quelque
bien tes	1	0	1	v
moi un	1	0	1	pas
finalement hein	1	1	0	v
ne tombent	2	2	0	on
de bucheronnage	1	1	0	n
des gouvernails	1	0	0	v
que papa	1	1	0	là
de matériel	1	1	0	n
l' abeille	1	0	0	pas
soudaine }	1	1	0	
on en	1	1	0	n
hein je	4	1	2	franchement
dans un	7	0	7	v
petit coin	1	0	0	le
m' en	1	0	0	tu
de balcon	1	1	0	n
jaune la	1	1	0	le
noirs }	1	1	0	n
bouchée mais	1	0	0	
à Hippolyte	2	0	2	v
là à	4	1	2	n
jouer un	2	0	1	v
le roi	1	0	1	ouh+la+la
à qui	2	1	1	est
