contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
vous sinon	1	0	1	v
s à	1	0	1	v
coquin qu'	1	0	0	hein
que a	1	0	0	ça
sont l'	1	0	1	dans
de d'	2	1	0	n
Madame }	1	0	0	Terreur
ouais que	1	0	0	c'
as terminé	1	0	0	v
Mar garde	1	0	1	elle
petite rouge	1	1	0	n
me j'	1	0	1	v
je ta	1	0	1	v
vais des	1	0	1	v
vais tout+ce+qu'	1	0	1	v
un c'	6	6	0	n
pas des	1	1	0	v
{ boum	1	0	0	oh
ces et	1	1	0	n
de dessus	3	0	2	n
à tu	1	0	0	qui
des }	220	216	1	n
il hop	1	0	1	v
euh hein	1	0	1	attention
on de	31	1	29	v
aux range	1	1	0	n
avec as	1	0	0	les
{ ce	2	0	1	v
à et	1	0	1	v
dit Bruit	1	0	0	que
tourner }	1	0	0	hein
prochain t'	1	1	0	n
faire encore	2	0	2	un
d'anne }	1	0	0	
tu toi	3	0	3	v
faut quelque+chose	1	0	1	v
bien ses	1	0	0	v
un de	37	37	0	n
des sur	12	12	0	n
l' les	2	2	0	n
elles }	3	0	2	sont
est merci	1	0	0	gentil
aussi fait	1	0	0	il
lait de	1	0	1	ou
parler }	1	1	0	hein
tu sur	5	0	5	v
faire par	1	0	1	v
on s'	1	0	0	v
gros }	15	15	0	n
faut de	4	0	4	v
boule pour	1	0	0	n
qui comme	1	1	0	v
ça où	1	1	0	v
laisser mes	1	0	0	v
sont tant	1	0	1	v
les les	10	6	4	v
lit des	1	0	0	encore
un petit+déjeuner	1	1	0	n
cette noire	1	1	0	n
petite qui	5	4	1	n
année là	1	0	0	dernière
les encore	2	2	0	n
est chercher	1	0	0	pas
ils pour	1	0	1	v
as aidée	1	1	0	n
maman aussi	2	1	0	elle
faut avec	1	0	1	v
a à	5	0	5	v
t' racler	1	0	1	v
parce+qu' ça	1	0	0	après
toute Tim	1	1	0	n
bébés }	4	3	0	n
as voilà	1	0	1	là
ou fort	1	0	0	alors
du ils	1	1	0	n
toi en	1	0	0	tu
jolie }	2	2	0	n
failli }	1	0	1	v
est trop	2	0	0	pas
on encore	1	0	1	v
mamie ma	1	0	0	Mic
peux le	2	1	1	pas
un cheval	1	1	0	n
autres ça	1	1	0	n
s' pas	3	0	3	v
les euh	3	3	0	n
un quoi	1	1	0	autre
on ce	1	0	1	v
vois bien	1	0	0	pas
histoire }	1	0	0	alors
{ son	2	0	0	dans
existé }	1	0	0	
ta l'	2	2	0	n
tu la	20	3	15	v
tu Bambi	1	0	1	v
grosse }	2	2	0	n
petite sage	1	1	0	n
y+a aussi	1	1	0	celle+là
et ans	1	0	0	trois
une regarde	1	1	0	petite
s' de	1	0	1	v
que les	1	0	0	tu
là+bas }	1	0	0	là
les souris	1	0	0	petites
ils avoir	1	0	0	v
la tout	1	1	0	n
{ debout	1	0	0	pas
t' qu'	1	0	1	v
se partout	1	0	1	v
les hein	22	18	2	n
du d'	1	1	0	n
grosse là	1	0	0	n
me autre	1	0	1	v
très ces	1	0	0	bien
as lequel	1	0	1	v
traîner de	1	0	0	ce
par pratiquement	1	1	0	là
petite qu'	1	1	0	n
ai d'	2	1	1	n
une pomme	1	0	0	n
au qui	1	1	0	n
voix }	1	0	0	aussi
beau beaux	1	1	0	n
avoir hein	1	1	0	n
du à	2	1	0	n
hein tu	1	1	0	qu'est+ce+que
{ comment	1	0	0	alors
part }	1	0	0	là
la mais	3	3	0	n
est oui	6	0	3	là
cuisine }	1	0	0	hein
tes déjà	1	1	0	n
jouer voitures	1	0	0	avec
ton aussi	1	1	0	n
il où	1	0	0	est
vieil }	1	1	0	n
à parce+que	2	0	1	v
il des	8	0	7	a
d' en	1	1	0	v
réchauffer euh	1	0	1	l'
tu c'	2	1	1	v
ai terminé	1	0	0	pas
chambre }	1	0	0	après
aurait rester	1	0	0	v
petit tout	1	1	0	n
va retourner	1	0	0	v
ouïe }	1	1	0	n
jours }	1	0	0	hein
pas tout	2	0	2	du
apprentis }	2	2	0	
vous me	1	0	0	v
pas toi	1	0	1	à
petit oui	1	1	0	n
plus quand	1	1	0	difficile
cuillère }	1	0	0	là
a }	44	9	25	v
ils la	3	0	1	v
prendra }	1	0	0	pour
{ parents	1	0	0	ces
un dessiné	1	1	0	n
à cartes	1	0	0	v
même que	3	3	0	n
ai je	1	1	0	v
trop là+bas	1	0	0	de
la fois	9	0	0	première
sont au	1	0	0	tous
est ta	3	1	1	là
l' d'	4	4	0	n
une image	1	0	0	n
un Mar	1	1	0	n
petit pour	1	1	0	n
ça au	1	0	0	hein
a fini	1	0	0	presque
tout du	2	0	1	de
craque craque	2	2	0	n
{ sac+à+dos	1	1	0	le
se là+bas	1	0	1	v
le complètement	1	0	1	n
seul }	1	0	0	dans
pied chausson	1	0	0	là
qu'est+ce+qui au	1	0	1	v
son Aglaë	1	1	0	n
ça quoi	1	0	1	v
traine }	1	0	0	pas
bouton }	1	0	0	rouge
oui euh	1	0	0	oui
hein bouche	1	0	0	tu
mais cancanne	1	1	0	n
elles chez	1	0	0	sont
valise }	1	0	0	tout+à+l'heure
doit tout	1	0	1	v
les d'	1	1	0	n
habite }	1	0	0	là
le vêtements	1	0	0	n
paraît hein	1	0	0	que
en hein	6	3	3	v
on ouvrir	1	0	0	v
là hein	3	0	0	maintenant
tant alors	2	2	0	n
de ici	1	1	0	n
dort bébé	1	0	0	bien
dire chaud	1	0	0	ça
la là+dedans	1	1	0	v
meuh maman	1	0	1	
celui+ci de	1	1	0	v
pour le	10	0	10	v
coeur }	1	0	0	de
fin donna	1	0	0	de
ça un	5	0	4	v
qui pour	1	0	1	v
on le	17	1	14	v
très là	2	0	0	grosses
reste tout	1	0	0	encore
vont et	1	0	1	v
petit saute	3	3	0	n
ce dès	1	1	0	n
aime bécher	1	0	1	bien
est Bavarde	1	1	0	pas
aurait le	1	0	0	v
ça l'	1	0	1	v
ça être	7	0	0	v
coin+coin coin	2	2	0	bien
peux si	1	0	1	v
sur genoux	2	0	0	mes
ne plus	2	2	0	v
elle que	1	0	1	v
bah la	1	1	0	v
mercredi }	1	1	0	par+exemple
même hein	2	2	0	n
ils nettoyé	1	0	0	v
tourné de	1	0	0	suffisamment
voyage }	1	0	0	
son ça	1	1	0	n
sois }	1	0	0	derrière
le dedans	5	5	0	v
calmer }	1	0	0	pour
est ce	6	0	0	dans
ton comme	2	2	0	n
près du	1	0	0	de
sa et	1	1	0	n
à+côté+des }	1	1	0	
pas un	5	0	3	v
à de	9	4	3	n
ta tu	2	2	0	n
aller oui	1	0	0	v
as que	1	0	0	v
huit neuf	1	0	0	n
a d'	3	1	2	pas
bouton regarde	1	0	0	rouge
au mais	1	1	0	n
ta qui	2	2	0	n
donner tomate	1	0	0	de
et Oscar	1	0	1	puis
des là	13	13	0	n
mme des	1	0	1	
du temps	1	0	0	n
sortir }	1	0	0	là
s le	1	0	0	v
elle Mar	1	0	1	est
ta comme	1	1	0	n
j' rien	1	0	1	v
en mangé	1	0	0	as
est danger	1	0	0	pas
petits tu	2	2	0	n
du tout+de+suite	1	1	0	n
verse les	1	0	0	du
une tagada	1	1	0	n
attends pas	1	1	0	je
trois on	1	1	0	n
un orange	1	1	0	n
elle se	1	0	0	v
attache le	1	0	0	hein
un à	9	9	0	n
vas la	3	0	3	v
que il	2	1	0	Kirikou
les dessus	2	1	1	n
les dormir	1	0	1	n
tes pour	1	1	0	n
ton on	1	1	0	n
du s'il+te+plaît	1	1	0	n
était là	1	0	0	pas
bientôt papa	1	1	0	v
{ quelle	1	0	0	de
là+bas ou	1	0	0	là
alors ce	1	0	0	v
zouave }	1	0	0	
petit }	82	76	0	n
quel Nat	1	1	0	n
tu Aglaé	1	1	0	v
t' dessus	4	0	4	v
sur ça	1	0	0	le
de qui	6	5	0	n
lunes comme	1	0	0	
le où	3	2	1	v
s' dessus	3	0	3	v
y+a les	2	0	0	plus
regardes ça	1	0	0	comme
un vert	1	1	0	n
elle appportait	1	0	0	v
ça fermé	1	1	0	v
vraiment tu	1	0	1	un
es pas	1	0	0	peut+être
ces avec	1	1	0	n
ça rien	1	0	1	v
suis faire	1	0	0	pas
tu tes	4	0	4	v
plus elle	1	0	0	où
mais là	2	0	1	v
outil }	1	0	0	
le autour	1	0	1	vert
bosses mais	1	0	0	après
la au	3	3	0	n
très très	1	1	0	n
toute toute	1	0	1	petite
est regarde	1	0	0	là
nous comme	1	0	1	v
une on	1	1	0	n
des faut	1	1	0	n
vais alors	1	0	1	v
la ouille	1	1	0	n
fameux qu'	1	1	0	
complètement }	1	0	0	v
ai rencontré	1	0	0	jamais
on plus	5	0	4	v
mette du	1	0	0	un
à hein	7	1	2	v
première }	1	1	0	n
il dans	5	1	3	est
souris hein	1	0	0	verte
des une	1	1	0	n
a eues	1	0	0	v
tes dessus	1	1	0	n
autres c'	1	1	0	n
veux ma	1	0	1	v
les toute	1	1	0	v
on Mar	1	1	0	v
à bébé	1	0	0	ce
on quoi	3	0	3	v
se tout+à+l'heure	1	0	1	v
avais mais	1	0	1	v
l' ici	1	0	1	as
on trois	1	0	1	a
oui et	1	1	0	voilà
pouvoir alors	1	0	1	v
y pas	8	0	8	a
les par+ce	1	0	1	n
est+ce+qui regarder	1	0	0	v
petite d'	1	1	0	n
se les	6	1	5	v
chut tais+toi	1	0	0	pas
tu ces	1	0	1	v
beaucoup les	1	0	1	pendant
{ guili	2	2	0	n
et yeux	1	0	0	les
petite alors	1	1	0	n
mon d'	2	2	0	n
bah euh	1	0	1	non
toutes }	5	0	3	v
mais un	1	0	1	avec
une faut	1	1	0	n
un particulier	1	1	0	n
ah un	1	0	1	y+a
répares ce	1	0	0	quelque+chose
le là	44	33	9	n
pas d'avoir	1	0	0	v
faut dire	1	0	0	lui
le Noël	2	2	0	Père
vous euh	3	0	1	v
veux regarde	1	0	1	v
ah pas	1	1	0	v
veux à	1	0	1	v
fois }	1	0	0	hein
des toi	3	3	0	n
on un	19	1	14	v
petits rouges	1	1	0	n
fait ici	1	1	0	là
ça les	5	1	4	v
vas t'	1	0	0	te
les filles	1	0	0	grandes
très tu	1	1	0	bien
qui faire	1	0	0	v
des là+dedans	1	1	0	n
faut et	1	0	1	v
autre et	1	1	0	n
des tout	1	1	0	n
sont jusqu'ici	1	0	0	v
me plus	3	0	3	v
{ chapeau	1	0	0	un
tes ou	1	1	0	n
es quelque+chose	1	0	1	v
ta mécanique	1	1	0	n
semaine Bruit	1	0	0	dernière
fasse dans	1	0	1	avec
{ essaie	2	1	0	on
des par+là	1	1	0	bêê
ouh }	1	0	1	ouh
que avait	1	0	0	tu
bien elle	1	0	0	qu'
{ poussin	1	1	0	un
celle }	2	0	0	là
ils être	2	0	0	v
les peut+être	2	1	1	n
écurie }	1	0	0	
non je	2	0	2	mais
mais bon	2	0	0	enfin
l' très	1	1	0	n
tête }	1	0	0	là
garde ci	1	0	0	celui
la celle	1	0	0	n
des pendant	1	1	0	n
la doucement	1	1	0	n
poisson }	1	1	0	rouge
qui+est+ce+qui dans	1	0	1	v
veux chercher	1	0	0	le
{ allez	1	0	1	bon
fait rire	1	0	0	n
le bleu	2	2	0	n
ai une	1	0	1	v
Pie }	1	0	1	maintenant
hein journées	1	0	0	tu
une chose	1	0	0	n
restes }	1	0	0	ici
Magalie bébé	1	1	0	
faudra la	1	0	1	qu'
est bébé	1	0	0	un
tu dessus	2	0	2	v
ces là	9	9	0	n
une moi	2	2	0	pour
par mais	1	1	0	là+bas
surtout le	1	0	1	que
alors est	1	0	0	c'
très oui	1	0	0	lourd
as ces	1	0	1	v
pas c'	4	1	1	si
et sucettes	1	0	0	des
très hein	7	1	0	propre
pourra dans	1	0	1	plus
autres qu'	1	0	0	n
ça longtemps	2	0	0	v
la quand	3	3	0	n
la sur	5	5	0	n
tout celui+là	1	0	1	sale
soucoupe }	1	0	0	volante
pas les	8	1	5	v
on euh	1	0	0	v
le ensemble	2	0	2	rhabille
fait hérisson	1	1	0	n
se tous	2	2	0	v
me bien	1	0	1	v
plus pour	2	1	0	haut
et c'	1	0	0	ça
se ça	2	1	1	v
des alors	2	2	0	n
très ce	1	1	0	bien
tu un	12	1	9	v
deux cartes	1	0	0	n
une assiette	1	0	0	belle
allumer et	1	0	0	il
venir un	1	0	1	v
tu là	22	2	20	v
leur }	5	4	1	n
encore là	2	0	0	un
les uniquement	1	0	1	n
es allé	1	0	0	jamais
tu en	7	1	4	v
il piloter	1	0	0	v
va par+terre	1	0	1	v
est comme	4	0	1	pas
lui pas	1	0	1	as
{ si	2	0	1	et
était qui	1	0	0	qui
oiseau vient	1	0	0	qui
les autrement	2	2	0	n
va un	8	0	7	v
veux vas+y	1	0	1	v
troisième }	2	2	0	n
première de	1	1	0	n
la bon	1	1	0	n
plus tu	1	1	0	jamais
poches }	1	0	0	hein
des là+bas	1	1	0	n
donné }	1	0	0	n
est elle	2	0	0	qu'
m' promener	1	0	1	v
ton }	78	76	0	n
un ou	4	4	0	n
Mic maman	1	0	0	
et encore	1	0	0	où
dois un	1	0	1	v
est ah	1	0	0	pas
y+a doudou	1	1	0	le
avais qu'	1	0	1	v
ai quatre	1	0	0	un
au il	1	0	0	moins
ami }	1	0	0	hein
pourrait hein	2	0	2	v
là regarde	1	0	0	n
la bouchée	1	0	0	n
laisser seule	1	0	1	v
y+a là	1	0	0	par+terre
et mais	1	1	0	ben
est ça	27	5	1	quoi
le un	2	0	2	v
chaud froid	1	0	0	hein
petit rêve	1	0	0	n
le d'en	1	0	0	n
bien je	1	0	0	que
gommettes Mar	1	0	0	n
oui ouais	1	0	0	mais
vous plus	1	0	0	v
grand hein	2	2	0	n
tires }	1	0	0	pas
au+revoir }	1	1	0	n
vélo }	1	0	0	fff
les tranquilles	1	0	1	n
pas faire	1	0	0	le
y }	6	0	5	est
un peut+être	2	2	0	n
au un	2	1	0	moins
me pas	1	0	0	v
dû avant	1	0	1	v
l' hein	3	3	0	n
depuis on	1	1	0	ce
plus le	2	0	1	que
malin }	1	1	0	hein
d' ça	1	0	0	où
notre }	2	2	0	n
être euh	1	0	0	v
pour toute	1	0	1	v
à non	1	0	0	ciao
belle ça	1	1	0	n
ce garçon	1	0	0	petit
vont la	1	0	1	v
voilà Bulle	1	0	0	Tite
tu bien	23	1	21	v
le côté	1	0	0	n
s' un	1	0	1	v
tes à	1	1	0	n
de à	6	5	1	v
lui la	4	3	1	v
est ans	1	0	0	six
parti }	1	0	1	où
re sur	1	0	1	v
vraies cette	1	1	0	n
du y+a	2	0	0	n
{ qu'est+ce+qu'	1	0	0	et
des Mar	2	2	0	n
cinq sept	2	0	0	six
deux à	1	0	0	n
tout qu'	1	0	0	ce
le sinon	1	1	0	n
soient }	1	0	1	usées
un truc	1	0	0	petit
le enfin	1	1	0	n
{ minutes	1	0	0	n
ton il	3	3	0	n
prends qui	1	0	0	le
petit qu'	1	1	0	n
toutes hein	1	0	0	les
la qui	11	11	0	n
faut du	1	0	1	v
un ailé	1	1	0	n
te toi	1	0	1	v
vais dans	1	0	1	v
la y+a	3	3	0	n
la semble	1	1	0	n
les dans	3	0	3	v
tous }	4	2	1	n
aux hier	1	1	0	n
le oui	11	8	2	n
petite ou	1	1	0	n
vieux tu	1	1	0	n
peu de	2	0	1	moins
les fenêtres	1	0	0	petites
les après	4	2	2	n
vais continuer	1	0	0	v
ça Hippolyte	1	0	1	v
appuie dessus	1	1	0	pas
Lu }	1	0	0	
stylo }	1	1	0	là
{ ciseau	1	1	0	n
énorme grande	1	1	0	ce
autre ben	1	1	0	n
non }	1	0	1	plus
la ne	1	0	0	n
autre ça	1	1	0	n
avec }	6	2	0	ça
ça hiver	1	0	0	v
porter toute	1	0	0	pour
lui toi	1	0	1	v
les cette	1	1	0	n
parce+que ça	3	0	0	après
{ sages	1	0	0	
le vert	2	2	0	n
le à	22	17	4	v
ce y+a	1	1	0	qu'
sont encore	1	0	0	v
plus parce+qu'	1	0	0	n
première mais	1	1	0	n
barrière }	1	0	0	hein
{ celle+là	1	0	1	et
{ de	29	7	14	v
un sous	1	1	0	n
faire pour	1	0	1	Val
juste la	1	0	1	là
et ne	1	1	0	on
a bien	2	1	0	pas
joué gommettes	1	0	0	aux
me ma	2	1	1	v
l' la	2	0	2	n
bonjour je	1	1	0	n
sept neuf	1	0	0	huit
les ont	1	1	0	n
des en	6	6	0	n
un doudou	1	1	0	petit
mal }	3	0	3	là
les fleurs	1	0	0	autres
joue animaux	1	0	0	aux
avait hein	2	2	0	v
lui d'	1	0	1	v
s là	2	0	0	v
sac }	1	1	0	là
{ coquette	2	2	0	n
écouter }	1	0	1	hein
{ animaux	1	0	0	les
habiller alors	1	0	0	vite
les par	2	2	0	n
on aller	1	0	0	v
j' l'	1	0	1	ai
plus grand	1	0	1	n
on voir	2	0	1	v
{ qu'	13	0	1	v
petits de	4	4	0	n
tu là+bas	1	0	1	n
pour aussi	1	0	0	Mar
{ qu'est+ce+que	1	0	0	alors
peu tampons	1	0	0	de
on deux	1	0	1	v
la ici	1	0	1	n
un sort	1	1	0	n
le ça	12	11	1	n
qui ah	2	0	1	t'interesse
tu pieds+nus	1	1	0	v
peut+être hein	1	0	0	v
le ils	2	2	0	feu
aux plutôt	1	1	0	n
Philippon }	1	0	0	c'
le plein	1	1	0	n
moins }	3	1	0	n
te non	1	0	1	v
solide elle	1	1	0	hein
faim des	1	0	1	aussi
t' de	3	0	3	v
me quelque+chose	2	0	2	v
laquelle }	1	1	0	Chi
poires le	1	0	0	et
elle un	4	0	2	a
où de	1	0	0	v
commence }	1	1	0	à
s tombés	1	0	1	sont
à ton	1	0	1	n
nouvelle en	1	1	0	n
mot }	1	0	0	n
il quoi	1	0	1	v
il un	5	0	5	a
aller des	1	1	0	v
te ce+qu'	1	0	1	v
on goûter	1	0	0	v
une ouverte	1	1	0	n
la maintenant	2	2	0	v
le par	1	0	1	n
ouïe ouïe	3	3	0	n
l' des	3	3	0	n
des on	1	1	0	n
trop hein	1	0	0	vite
tu meunier	1	0	1	v
un alors	1	1	0	n
va comme	1	0	1	v
trop avec	1	0	0	de
s pouvoir	1	0	0	v
bâtons là	1	1	0	là
ça par+terre	1	1	0	v
vais Aglaé	1	0	1	v
carrément dedans	1	0	1	là
je quelque+chose	1	0	1	v
va jouer	2	0	1	pas
vous fait	1	0	0	avez
à place	1	0	0	sa
de tu	3	2	1	quoi
vas avec	1	0	1	v
te puis	1	0	1	v
était }	6	1	0	v
dans histoire	1	0	0	l'
pas ce	4	0	2	v
aussitôt maman	1	0	0	
des encore	3	3	0	n
voilà la	1	1	0	v
air ce	1	0	0	n
petite et+puis	1	1	0	n
regarde ses	1	0	0	là
ta }	47	44	0	n
nos dans	1	1	0	n
la manger	1	1	0	n
beurre }	1	0	0	dedans
adorable qui	1	1	0	
qui }	40	7	28	v
veux M	1	0	1	v
est là+bas	1	0	0	mieux
tous en	1	1	0	les
avait un	2	0	2	v
petite ronde	1	1	0	n
petit il	3	2	0	n
l' tu	4	3	1	n
des regarde	3	2	0	n
avais le	1	0	1	pas
vient là	1	0	0	par
faut alors	1	0	1	v
changer d'	1	0	0	de
histoire histoire	1	0	1	de
aux bleues	1	1	0	n
ça sur	1	0	1	v
ton du	1	1	0	n
va pour	1	0	1	v
mais d'	1	0	0	y+a
quelle d'	1	0	0	n
ont qu'	1	0	1	v
votre hein	1	1	0	n
très en	3	0	1	pratique
à fois	4	0	0	la
ce le	2	1	0	que
vite là+bas	1	0	1	v
tu rien	1	0	1	v
chez oui	1	0	0	n
le moi	2	2	0	v
mettra hein	1	0	0	pour
euh sur	1	0	1	v
se hein	1	0	1	v
les mais	6	5	1	n
de avec	3	2	1	v
morceau là	1	0	0	toujours
la tombe	1	1	0	n
avait planètes	1	0	0	v
falloir maintenant	1	0	1	qu'
le celui+là	2	0	1	mien
à qui	1	0	0	v
Bruit Monsieur	1	0	1	était
sort les	1	0	0	on
il comme	3	0	2	est
l' magique	1	1	0	n
as aujourd'hui	1	0	0	v
Monsieur caché	1	0	0	Peureux
veut }	5	0	5	v
de et	9	8	1	n
de quand	1	0	0	n
oh+la+la travail	1	0	0	mais
un dessin	1	0	0	beau
faudra un	1	0	1	qu'
faire wc	1	0	0	un
joues autos+tamponneuses	1	0	0	avec
chat sur	1	0	1	il
ça encore	1	0	0	v
s aussi	1	0	1	v
peu hein	2	2	0	n
{ oui	8	1	3	ah
manges }	1	0	0	encore
en pas	6	1	5	a
va hein	1	0	0	v
trois pas	1	1	0	n
y+a }	11	1	1	là
va mamie	1	0	0	v
trop donc	1	0	1	de
six }	4	2	0	n
viens tes	1	0	1	v
bah que	1	0	0	v
pot comme	1	1	0	de
prends ses	1	0	0	le
une différence	1	0	0	n
autre que	2	2	0	là
je la	5	0	4	v
te après	1	0	1	v
sa langue	1	0	0	n
nous ce	1	0	1	v
moins hein	1	0	0	fort
fait quand	1	1	0	n
heuh hein	1	1	0	la
un tchouk	1	1	0	n
celui+là }	2	1	0	là
les aussi	6	6	0	n
arrêtez vous	1	0	0	
pas longtemps	1	0	1	v
ça ça	9	2	5	v
beaux nez	1	1	0	n
vas les	3	0	3	v
vient dans	1	0	1	de
elles être	2	0	0	sont
les rouges	2	2	0	n
aurait plus	1	0	0	v
bien }	34	4	16	v
va faire	2	0	0	le
bah il	2	0	0	dis+donc
des difficiles	1	1	0	n
grenouilles }	1	1	0	
tous oui	1	1	0	les
en le	4	1	1	v
poussins }	1	0	0	là
des qui	8	8	0	n
au s'	2	2	0	n
gros pieds	1	0	0	n
l' là	10	8	2	n
une volante	1	1	0	n
pas du	2	1	1	v
tes et+puis	1	1	0	n
un vint	1	1	0	n
ont }	2	1	0	v
il beaucoup	1	0	1	v
Mar moi	1	0	1	elle
pas qu'	2	0	0	là
une je	2	2	0	là
est dès	1	0	0	pas
ai ta	1	0	1	v
tranquilles chaussures	1	0	0	un
elle taper	1	0	0	v
neuf }	1	0	0	dix
une couleur	1	0	0	autre
tu donne	1	0	0	leur
suis ouïe	1	1	0	pas
bonne }	4	4	0	n
as le	5	0	3	v
on tout+à+l'heure	2	0	2	v
grande et	1	1	0	n
Monsieur rendit	1	0	0	Peureux
des ici	1	1	0	n
couleur lunettes	1	0	0	ces
troncs }	1	0	0	d'
mets moi	1	0	0	le
te ton	1	0	0	v
veut tes	1	0	1	v
elles comment	1	0	0	sont
l' Tim	1	0	1	n
t' ton	2	0	2	v
vont par+terre	1	0	1	v
des ce	2	2	0	n
soupire et	1	0	0	
ce des	1	0	0	sont
a couleurs	1	0	0	v
{ craque	1	1	0	ça
les mains	1	0	0	deux
le une	1	0	0	n
son il	2	2	0	n
sur tête	1	0	0	la
va avec	1	0	1	v
un on	2	2	0	n
on dans	5	0	4	v
elle en	2	0	2	v
des et	6	5	0	n
par que	1	0	1	ce
vu oui	1	0	0	le
l' regarder	1	1	0	n
joue quilles	2	0	0	à
a bébé	1	0	1	pas
faut quelques	1	0	1	v
les bouchées	1	1	0	n
mais de	1	0	1	pas
votre madame	1	1	0	n
{ Daisy	1	0	0	
un jaune	1	1	0	n
Monsieur crie	1	0	0	Peureux
plus par	1	0	0	v
{ enfants	1	0	0	les
la ensuite	1	0	0	n
pour de	1	0	1	v
galeries la	1	0	0	
euh t'	1	0	0	je
des pointues	1	1	0	n
j' les	1	0	1	v
donner à	1	1	0	à
aurait freiner	1	0	0	v
tu euh	2	0	2	v
oui donc	1	0	1	mais
vertes les	1	0	0	comme
on après	4	0	4	v
l' mais	2	1	1	n
euh non	1	0	0	là
{ entre	1	0	1	non
{ rouge	1	1	0	la
debout debout	1	0	0	là
suis c'	1	0	1	pas
attends de	1	0	1	v
ben le	2	1	1	on
tu le	22	1	16	v
j' faire	1	0	1	v
rait }	1	0	0	
font hein	1	0	1	les
cheval }	2	0	0	oui
du lui	1	1	0	on
bel blanc	1	1	0	n
les parce+que	2	1	0	n
utilise appareil	1	0	0	pour
le après	7	2	4	n
la chaussure	1	0	0	bonne
derniers }	1	1	0	n
as mois	1	0	0	deux
deux et	2	2	0	n
eu âge	1	0	0	un
ciel }	1	1	0	aujourd'hui
bah de	1	0	1	v
que bien	1	0	0	tu
on vers	1	0	1	v
vite }	2	0	1	hein
petite rousse	3	3	0	n
fais ça	1	0	1	comme
son plus	1	0	0	n
ai lu	1	0	0	v
{ maintenant	1	0	1	alors
ou }	2	0	0	pas
il du	1	0	1	v
peu cartes	1	0	0	de
a qui	2	0	0	un
rit }	3	3	0	n
dit bien	1	0	0	tellement
toujours hein	2	1	0	pas
{ maman	5	0	2	la
fait hein	4	1	0	n
de la	4	2	2	v
à qu'	1	0	0	ce
trouver }	1	0	0	un
de euh	1	0	1	v
pourrais aussi	1	0	1	v
ces hein	1	1	0	n
lui du	1	0	1	v
faire les	1	0	1	avec
j' la	2	0	2	v
Petit brun	1	1	0	n
mêmes du	1	1	0	n
me ce	3	0	3	v
es trop	1	0	0	encore
un normalement	1	1	0	n
jusqu'au }	1	0	0	n
petit hein	1	1	0	n
est Terreur	1	1	0	Madame
je plus	3	0	3	v
es encore	1	0	1	pas
y+a là+bas	1	0	0	quelque+chose
une pour	11	11	0	n
pourra hein	1	0	1	plus
assiette }	2	0	0	verte
se sous	1	0	1	v
s' comme	1	0	1	v
avait je	2	0	2	v
pas laver	1	0	0	v
tu autour	1	0	1	v
plus là	1	0	0	rien
{ éléphants	1	0	0	des
me du	2	0	2	v
avec dedans	1	1	0	les
{ vert	1	0	0	le
eu }	1	1	0	n
de le	3	0	3	v
l' morphologique	1	1	0	n
{ hein	3	0	0	hein
as c'	1	1	0	v
Mimi t'	1	0	1	v
produit }	1	1	0	ah
ta aussi	1	1	0	n
au de	11	11	0	n
les complètement	1	0	1	n
il tu	1	0	1	v
des mots	1	0	0	n
attention hein	1	0	0	là
une verte	1	1	0	n
est derrière	3	0	3	là
était puis	1	1	0	un
bien oui	1	1	0	Tim
la pendant	2	2	0	n
{ aussi	5	2	1	ça
la mécanique	4	4	0	n
as un	5	1	3	v
tes en	1	1	0	n
parce+qu' on	2	0	0	autrement
gâteau }	1	0	0	maintenant
mh }	2	2	0	mh
chèvre }	1	0	0	aussi
t' celui+là	1	0	1	v
trois oui	1	1	0	n
tu faire	2	0	0	v
te ça	6	0	6	v
elle cet	1	0	1	v
les pas	5	3	2	v
plus dessus	1	0	1	n
{ ça	7	4	1	et
plus avec	1	0	0	gentille
être avec	1	0	0	grand
elle une	3	1	2	a
me en	1	0	1	v
petite Magali	1	1	0	n
bien alors	1	0	1	v
je ici	1	0	1	v
qu'est+ce+que là	1	0	1	tu
allez davantage	1	0	1	v
m' la	1	0	1	v
grande qui	1	1	0	n
deux sur	1	1	0	n
le Mar	4	4	0	n
sais }	2	0	1	pas
être pour	1	0	1	n
la étable	1	1	0	n
s' puis	1	0	1	v
des donc	1	1	0	Petit+suisse
{ pourquoi	1	0	1	et
se sur	3	1	2	v
parles langue	1	0	0	de
ça à	23	0	23	v
mais ton	1	0	1	là
tiens }	5	1	1	v
ses tout+à+l'heure	1	1	0	n
bon pour	2	2	0	ben
que là	1	0	0	là
j' préféré	1	0	0	ai
te pour	1	0	1	v
dans ordre	1	0	0	l'
a le	5	1	1	v
construit seul	1	0	0	pas
vieille hector	1	1	0	n
moi }	2	0	1	hein
le qui	18	15	0	n
la lettre	1	0	0	première
avait }	7	3	3	v
{ Bambi	1	0	0	
mets de	1	0	0	le
le orange	1	1	0	n
pas plus	1	0	0	non
peu aussi	1	0	0	toi
tasse c'	1	0	0	rouge
la page	3	0	0	première
ses }	16	16	0	n
il a	1	0	0	y
flamands sept	1	0	0	euh
on d'accord	1	0	1	est
on aussi	3	0	3	v
deux qui	3	3	0	n
tu combien	1	0	1	as
y parfois	1	0	1	en
dis de	1	1	0	lui
oui si	1	0	0	mais
couleur que	1	0	0	là
votre }	2	2	0	n
